"id_universitas","universitas","jenis_universitas","wilayah","provinsi","kode_prodi","nama_prodi","jenjang","daya_tampung_2024","peminat","portofolio"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161026","GEOFISIKA","Sarjana","40","69","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161027","PENDIDIKAN IPA","Sarjana","40","87","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161028","ILMU HUKUM","Sarjana","225","941","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161029","ILMU KESEJAHTERAAN SOSIAL","Sarjana","35","150","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161030","EKONOMI PEMBANGUNAN","Sarjana","60","210","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161031","MANAJEMEN","Sarjana","100","931","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161032","ILMU ADMINISTRASI NEGARA","Sarjana","50","448","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161033","SOSIOLOGI","Sarjana","50","187","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161034","ILMU KOMUNIKASI","Sarjana","50","678","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161035","AKUNTANSI","Sarjana","100","653","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161036","PENDIDIKAN LUAR SEKOLAH","Sarjana","50","64","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161037","PENDIDIKAN BAHASA DAN SASTRA INDONESIA","Sarjana","60","272","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161038","PENDIDIKAN BAHASA INGGRIS","Sarjana","60","262","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161039","PENDIDIKAN GURU SEKOLAH DASAR","Sarjana","80","834","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161040","PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI","Sarjana","40","186","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161041","PENDIDIKAN JASMANI DAN KESEHATAN","Sarjana","43","176","Pendidikan Jasmani dan Olahraga"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161042","BIMBINGAN DAN KONSELING","Sarjana","40","315","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161043","ILMU PERPUSTAKAAN","Sarjana","35","113","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161044","JURNALISTIK","Sarjana","40","122","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161055","ILMU LINGKUNGAAN","Sarjana","25","","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161047","FARMASI","Diploma Tiga","45","256","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161048","LABORATORIUM SAINS","Diploma Tiga","40","74","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161049","KEBIDANAN","Diploma Tiga","60","247","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161052","KEPERAWATAN","Diploma Tiga","60","431","Tidak Ada"
"161","UNIVERSITAS BENGKULU","PTN AKADEMIK","SUMATERA","BENGKULU","161054","AKUNTANSI","Diploma Tiga","45","49","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171001","TEKNIK SIPIL","Sarjana","70","752","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171002","TEKNIK PERTAMBANGAN","Sarjana","60","1602","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171003","TEKNIK KIMIA","Sarjana","70","276","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171004","TEKNIK MESIN","Sarjana","70","478","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171005","TEKNIK ELEKTRO","Sarjana","70","502","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171006","PENDIDIKAN DOKTER","Sarjana","125","2721","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171007","PENDIDIKAN DOKTER GIGI","Sarjana","40","1082","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171008","MATEMATIKA","Sarjana","60","124","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171009","FISIKA","Sarjana","60","91","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171010","KIMIA","Sarjana","60","96","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171011","BIOLOGI","Sarjana","60","133","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171012","AGRIBISNIS","Sarjana","110","558","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171013","TEKNOLOGI HASIL PERTANIAN","Sarjana","55","185","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171014","TEKNIK PERTANIAN","Sarjana","55","381","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171015","PENDIDIKAN MATEMATIKA","Sarjana","50","253","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171016","PEND BIOLOGI","Sarjana","50","251","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171017","PENDIDIKAN KIMIA","Sarjana","50","79","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171018","PEND FISIKA","Sarjana","50","123","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171019","ILMU KESEHATAN MASYARAKAT","Sarjana","125","1012","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171020","ARSITEKTUR","Sarjana","50","338","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171021","ILMU KELAUTAN","Sarjana","60","158","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171022","BUDIDAYA PERAIRAN","Sarjana","55","97","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171023","TEKNOLOGI HASIL PERIKANAN","Sarjana","55","118","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171024","ILMU KEPERAWATAN","Sarjana","60","867","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171025","PEND TEKNIK MESIN","Sarjana","50","103","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171026","SISTEM KOMPUTER","Sarjana","90","625","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171027","TEKNIK INFORMATIKA","Sarjana","90","1451","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171028","SISTEM INFORMASI","Sarjana","90","989","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171029","AGROEKOTEKNOLOGI","Sarjana","55","224","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171030","PETERNAKAN","Sarjana","55","203","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171031","FARMASI","Sarjana","60","1485","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171032","TEKNIK GEOLOGI","Sarjana","50","389","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171033","PSIKOLOGI","Sarjana","35","1070","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171034","ILMU TANAH","Sarjana","55","142","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171035","AGRONOMI","Sarjana","55","130","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171036","PROTEKSI TANAMAN","Sarjana","55","133","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171037","GIZI","Sarjana","50","977","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171038","KESEHATAN LINGKUNGAN","Sarjana","50","454","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171039","EKONOMI PEMBANGUNAN","Sarjana","100","519","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171040","ILMU HUKUM","Sarjana","250","1845","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171041","MANAJEMEN","Sarjana","100","1586","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171042","AKUNTANSI","Sarjana","100","1131","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171043","ADMINISTRASI PUBLIK","Sarjana","140","786","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171044","SOSIOLOGI","Sarjana","115","348","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171045","PPKN","Sarjana","50","325","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171046","PEND SEJARAH","Sarjana","50","253","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171047","PEND EKONOMI","Sarjana","50","265","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171048","PEND BHS, SATRA IND & DAERAH","Sarjana","50","345","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171049","PEND BHS INGGRIS","Sarjana","50","407","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171050","PENJASKES","Sarjana","55","143","Pendidikan Jasmani dan Olahraga"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171051","BIMB & KONSELING","Sarjana","50","468","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171052","PGSD","Sarjana","55","1305","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171053","PAUD","Sarjana","50","230","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171054","ILMU KOMUNIKASI","Sarjana","150","1278","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171055","PENDIDIKAN MASYARAKAT","Sarjana","50","140","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171056","ILMU HUBUNGAN INTERNASIONAL","Sarjana","125","639","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171057","AKUNTANSI","Diploma Tiga","105","118","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171058","TEKNIK KOMPUTER","Diploma Tiga","60","152","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171059","MANAJEMEN INFORMATIKA","Diploma Tiga","60","119","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171060","KOMPUTERISASI AKUNTANSI","Diploma Tiga","60","26","Tidak Ada"
"171","UNIVERSITAS SRIWIJAYA","PTN AKADEMIK","SUMATERA","SUMSEL","171061","KESEKRETARIATAN","Diploma Tiga","60","48","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181001","TEKNIK MESIN","Sarjana","28","60","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181002","TEKNIK ELEKTRO","Sarjana","40","52","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181003","TEKNIK PERTAMBANGAN","Sarjana","30","145","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181004","TEKNIK SIPIL","Sarjana","33","100","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181005","AGROTEKNOLOGI","Sarjana","45","99","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181006","MANAJEMEN SUMBERDAYA PERAIRAN","Sarjana","30","43","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181007","BIOLOGI","Sarjana","30","44","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181008","AGRIBISNIS","Sarjana","57","152","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181009","AKUAKULTUR","Sarjana","37","36","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181010","ILMU KELAUTAN","Sarjana","30","31","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181011","KIMIA","Sarjana","20","13","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181012","FISIKA","Sarjana","20","8","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181013","MATEMATIKA","Sarjana","30","29","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181014","AKUNTANSI","Sarjana","88","234","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181015","MANAJEMEN","Sarjana","90","376","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181016","HUKUM","Sarjana","116","253","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181017","SOSIOLOGI","Sarjana","56","135","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181018","SASTRA INGGRIS","Sarjana","48","59","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181019","ILMU POLITIK","Sarjana","48","71","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181020","EKONOMI","Sarjana","60","166","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181022","PERENCANAAN WILAYAH DAN KOTA","Sarjana","24","86","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181023","PERIKANAN TANGKAP","Sarjana","16","17","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181024","TEKNOLOGI INFORMASI","Sarjana","24","216","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181025","ARSITEKTUR","Sarjana","30","31","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181026","BISNIS DIGITAL","Sarjana","54","173","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181027","KEDOKTERAN","Sarjana","16","476","Tidak Ada"
"181","UNIVERSITAS BANGKA BELITUNG","PTN AKADEMIK","SUMATERA","BABEL","181021","KEPERAWATAN","Diploma Tiga","37","162","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191001","AGROTEKNOLOGI","Sarjana","78","208","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191002","AGRIBISNIS","Sarjana","78","485","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191003","TEKNIK GEOFISIKA","Sarjana","72","284","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191004","TEKNIK SIPIL","Sarjana","99","596","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191005","KIMIA","Sarjana","90","134","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191006","BIOLOGI","Sarjana","70","189","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191007","TEKNOLOGI HASIL PERTANIAN","Sarjana","45","184","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191008","PETERNAKAN","Sarjana","65","281","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191009","KEHUTANAN","Sarjana","94","410","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191010","TEKNIK PERTANIAN","Sarjana","54","262","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191011","MATEMATIKA","Sarjana","90","144","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191012","FISIKA","Sarjana","72","105","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191013","TEKNIK MESIN","Sarjana","84","321","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191014","TEKNIK ELEKTRO","Sarjana","108","367","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191015","PENDIDIKAN MATEMATIKA","Sarjana","65","251","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191016","PENDIDIKAN FISIKA","Sarjana","60","73","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191017","PENDIDIKAN KIMIA","Sarjana","60","95","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191018","PENDIDIKAN BIOLOGI","Sarjana","65","281","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191019","TEKNIK KIMIA","Sarjana","60","159","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191020","PENDIDIKAN KEDOKTERAN","Sarjana","114","2281","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191021","BUDIDAYA PERAIRAN","Sarjana","52","123","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191022","ILMU KOMPUTER","Sarjana","45","900","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191023","ARSITEKTUR","Sarjana","48","239","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191024","TEKNIK GEODESI","Sarjana","60","158","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191025","TEKNIK INFORMATIKA","Sarjana","77","1111","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191026","SUMBERDAYA AKUATIK","Sarjana","36","115","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191027","ILMU TANAH","Sarjana","52","109","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191028","AGRONOMI","Sarjana","50","185","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191029","PROTEKSI TANAMAN","Sarjana","65","74","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191030","PENYULUHAN PERTANIAN","Sarjana","52","119","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191031","ILMU KELAUTAN","Sarjana","52","129","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191032","TEKNOLOGI INDUSTRI PERTANIAN","Sarjana","36","169","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191033","NUTRISI DAN TEKNOLOGI PAKAN TERNAK","Sarjana","55","126","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191034","PENDIDIKAN TEKNOLOGI INFORMASI","Sarjana","59","236","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191035","FARMASI","Sarjana","60","1543","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191036","BIOLOGI TERAPAN","Sarjana","55","107","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191037","TEKNIK LINGKUNGAN","Sarjana","54","218","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191038","HUKUM","Sarjana","430","2157","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191039","SOSIOLOGI","Sarjana","95","385","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191040","ILMU PEMERINTAHAN","Sarjana","90","701","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191041","MANAJEMEN","Sarjana","105","1586","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191042","IESP","Sarjana","105","343","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191043","AKUNTANSI","Sarjana","105","1053","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191044","ILMU KOMUNIKASI","Sarjana","90","1238","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191045","ILMU ADM. NEGARA","Sarjana","90","670","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191046","ILMU ADM. NIAGA/BISNIS","Sarjana","90","866","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191047","PPKN","Sarjana","63","346","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191048","PENDIDIKAN SEJARAH","Sarjana","72","222","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191049","PENDIDIKAN GEOGRAFI","Sarjana","72","182","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191050","PENDIDIKAN EKONOMI","Sarjana","66","180","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191051","PENDIDIKAN JASMANI","Sarjana","66","202","Pendidikan Jasmani dan Olahraga"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191052","BIMB. KONSELING","Sarjana","66","673","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191053","PENDIDIKAN BAHASA INDONESIA","Sarjana","72","463","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191054","PENDIDIKAN B. INGGRIS","Sarjana","74","515","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191055","PGSD","Sarjana","182","1290","Tidak Ada"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191056","PENDIDIKAN TARI","Sarjana","51","77","Tari"
"191","UNIVERSITAS LAMPUNG","PTN AKADEMIK","SUMATERA","LAMPUNG","191057","PENDIDIKAN ANAK USIA DINI","Sarjana","71","222","Tidak Ada"
